name,type,category_guess,visible_viewport,hide_viewport_flag,hide_render_flag,hide_select_flag,collection_count,collections,data_name,data_users,vertices,faces,parent,children_count
Plane.022,MESH,Unsorted / Needs Review,True,False,False,False,2,OPTIMIZATION_PREVIEW_DECIMATE_TARGETS; Shoes,Plane.017,1,10292,10800,Shoes,0
Plane.023,MESH,Unsorted / Needs Review,True,False,False,False,1,No Parking Sign Board,Plane.025,1,132,126,No Parking Sign Board,5
Plane.024,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.040,1,827,726,Audi e-tron GT quattro Black,0
Plane.025,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.043,1,778,662,Audi e-tron GT quattro Black,0
Plane.026,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.046,1,352,308,Audi e-tron GT quattro Black,0
Plane.027,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.027,1,818,738,Audi e-tron GT quattro Black,0
Plane.028,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.047,1,136,98,Audi e-tron GT quattro Black,0
Plane.029,MESH,Unsorted / Needs Review,True,False,False,False,1,Cast iron sewer hatch,Plane.032,1,545,512,Cast iron sewer hatch,0
Plane.030,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.049,1,643,560,Audi e-tron GT quattro Black,0
Plane.031,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.052,1,48,40,Audi e-tron GT quattro Black,0
Plane.032,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.053,1,530,462,Audi e-tron GT quattro Black,0
Plane.033,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.054,1,1144,1052,Audi e-tron GT quattro Black,0
Plane.034,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.056,1,1874,1752,Audi e-tron GT quattro Black,0
Plane.035,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.066,1,266,218,Audi e-tron GT quattro Black,0
Plane.036,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.018,1,180,144,Audi e-tron GT quattro Black,0
Plane.037,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.063,1,979,886,Audi e-tron GT quattro Black,0
Plane.038,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.061,1,226,190,Audi e-tron GT quattro Black,0
Plane.039,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.067,1,32,30,Audi e-tron GT quattro Black,0
Plane.040,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.015,1,162,128,Audi e-tron GT quattro Black,0
Plane.041,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.021,1,68,48,Audi e-tron GT quattro Black,0
Plane.042,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.024,1,76,56,Audi e-tron GT quattro Black,0
Plane.043,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.026,1,42,20,Audi e-tron GT quattro Black,0
Plane.045,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.030,1,84,60,Audi e-tron GT quattro Black,0
Plane.047,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.028,1,1040,910,Audi e-tron GT quattro Black,0
Plane.048,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.029,1,98,50,Audi e-tron GT quattro Black,0
Plane.049,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.031,1,3136,2847,Audi e-tron GT quattro Black,0
Plane.050,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.037,1,440,382,Audi e-tron GT quattro Black,0
Plane.051,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.035,1,656,558,Audi e-tron GT quattro Black,0
Plane.052,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.041,1,688,602,Audi e-tron GT quattro Black,0
Plane.053,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.042,1,564,462,Audi e-tron GT quattro Black,0
Plane.054,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.038,1,392,194,Audi e-tron GT quattro Black,0
Plane.055,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.048,1,72,36,Audi e-tron GT quattro Black,0
Plane.056,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.050,1,772,744,Audi e-tron GT quattro Black,0
Plane.057,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.058,1,282,140,Audi e-tron GT quattro Black,0
Plane.058,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.057,1,128,112,Audi e-tron GT quattro Black,0
Plane.059,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.059,1,528,480,Audi e-tron GT quattro Black,0
Plane.060,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.064,1,162,128,Audi e-tron GT quattro Black,0
Plane.061,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.062,1,120,88,Audi e-tron GT quattro Black,0
Plane.062,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.065,1,368,326,Audi e-tron GT quattro Black,0
Plane.063,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.033,1,72,54,Audi e-tron GT quattro Black,0
Plane.064,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.034,1,48,36,Audi e-tron GT quattro Black,0
Plane.065,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.039,1,156,140,Audi e-tron GT quattro Black,0
Plane.066,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.068,1,192,144,Audi e-tron GT quattro Black,0
Plane.067,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.060,1,240,192,Audi e-tron GT quattro Black,0
Plane.068,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.070,1,192,144,Audi e-tron GT quattro Black,0
Plane.069,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.071,1,36,16,Audi e-tron GT quattro Black,0
Plane.070,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.073,1,2016,1920,Audi e-tron GT quattro Black,0
Plane.071,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.074,1,414,352,Audi e-tron GT quattro Black,0
Plane.072,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.075,1,234,194,Audi e-tron GT quattro Black,0
Plane.074,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.078,1,62832,67320,Audi e-tron GT quattro Black,0
Plane.076,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.077,1,1409,1319,Audi e-tron GT quattro Black,0
Plane.077,MESH,Unsorted / Needs Review,True,False,False,False,1,Audi e-tron GT quattro Black,Plane.079,1,14992,14168,Audi e-tron GT quattro Black,0
R.Eye,MESH,Character / Duplicates,True,False,False,False,1,CHAR_F2,Sphere.020,1,482,512,,0
Ribbing.001,MESH,Unsorted / Needs Review,True,False,False,False,1,Large Trash Can,Mesh.021,1,11332,11940,Large Trash Can,0
SACKBOY_Hoodie_EditProxy,MESH,Clothing,True,False,False,False,3,HERO_IMPORTED_CLOTHING_CANDIDATES; OPTIMIZATION_PREVIEW_DECIMATE_TARGETS; WARDROBE_IMPORTED,SACKBOY_Hoodie_Main_Mesh.003,1,245107,489016,,0
SACKBOY_Hoodie_Main,MESH,Clothing,False,False,True,False,3,HERO_IMPORTED_CLOTHING_CANDIDATES; OPTIMIZATION_PREVIEW_DECIMATE_TARGETS; WARDROBE_IMPORTED,SACKBOY_Hoodie_Main_Mesh,1,257116,489064,,0
SACKBOY_Hoodie_Main_duplicate,MESH,Clothing,False,False,True,False,1,Collection,SACKBOY_Hoodie_Main_Mesh.001,1,257116,489064,,0
SACKBOY_Hoodie_Main_lowmesh,MESH,Clothing,False,False,True,False,1,Collection,SACKBOY_Hoodie_Main_Mesh.002,1,257116,489064,,0
sackboy_scene_manual_v1.blend,MESH,Character / Duplicates,False,True,True,False,1,CHAR_Meshy_LeftCandidate_Refined,Meshy_Left_Standing_Candidate.007,1,33484,66916,,0
Shoes,EMPTY,Clothing,True,False,False,False,1,Shoes,,0,0,0,,2
SK_Eye_L,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.002,1,1106,1152,,0
SK_Eye_R,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.003,1,1106,1152,,0
SK_Foot_L,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.017,1,1106,1152,,0
SK_Foot_R,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.018,1,1106,1152,,0
SK_Forearm_L,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.007,1,1106,1152,,0
SK_Forearm_R,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.008,1,1106,1152,,0
SK_Hand_L,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.009,1,1106,1152,,0
SK_Hand_L_Thumb,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.010,1,482,512,,0
SK_Hand_R,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.011,1,1106,1152,,0
SK_Hand_R_Thumb,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.012,1,482,512,,0
SK_Head,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere,1,1986,2048,,0
SK_Mouth_Open,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.004,1,1986,2048,,0
SK_Shin_L,MESH,Unsorted / Needs Review,False,True,True,False,1,CHAR_SackDoll,Sphere.015,1,1106,1152,,0
SK_Shin_R,MESH,Unsorted / Needs Review,False,True,True,False,1,CHAR_SackDoll,Sphere.016,1,1106,1152,,0
SK_Thigh_L,MESH,Unsorted / Needs Review,False,True,True,False,1,CHAR_SackDoll,Sphere.013,1,1106,1152,,0
SK_Thigh_R,MESH,Unsorted / Needs Review,False,True,True,False,1,CHAR_SackDoll,Sphere.014,1,1106,1152,,0
SK_Torso,MESH,Unsorted / Needs Review,False,True,True,False,1,CHAR_SackDoll,Sphere.001,1,1986,2048,,0
SK_UpperArm_L,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.005,1,1106,1152,,0
SK_UpperArm_R,MESH,Character / Duplicates,False,True,True,False,1,CHAR_SackDoll,Sphere.006,1,1106,1152,,0
Stop road sign,MESH,Environment / Props,True,False,False,False,1,Stop road sign,Circle,1,253,267,,0
Traffic Cone (Photoscanned),MESH,Lighting / Reflections,True,False,False,False,1,Traffic Cone (Photoscanned),Traffic Cone (Photoscanned),1,6658,12802,,0
Utility Box (Photoscanned),MESH,Environment / Props,True,False,False,False,2,OPTIMIZATION_PREVIEW_DECIMATE_TARGETS; Utility Box (Photoscanned),Utility Box,1,12028,23700,,0
V2B_OverheadAmber_0,LIGHT,Lighting / Reflections,True,False,False,False,2,ENV_LIGHTING_APPROVED; V2B_LIGHTS_OVERHEAD,V2B_OverheadAmber_0_Data.001,1,0,0,,0
V2B_OverheadAmber_1,LIGHT,Lighting / Reflections,True,False,False,False,2,ENV_LIGHTING_APPROVED; V2B_LIGHTS_OVERHEAD,V2B_OverheadAmber_1_Data.001,1,0,0,,0
Wheel.001,MESH,Unsorted / Needs Review,True,False,False,False,1,Large Trash Can,Mesh.025,1,3143,3346,Large Trash Can,0
